,qid1,qid2,question1,question2,is_duplicate
2382,43342,43310,Open Irish border and WTO's most favoured nation principle,"What would the United Kingdom's ""optimal"" Brexit deal look like?",1
2383,43825,43310,Why is Boris Johnson visiting only Paris & Berlin if every member of the EU needs to agree on a withdrawal deal?,"What would the United Kingdom's ""optimal"" Brexit deal look like?",1
2384,43342,43351,Open Irish border and WTO's most favoured nation principle,What is the most severe retaliation possible under article 22 of WTO dispute settlement?,1
2385,43351,43342,What is the most severe retaliation possible under article 22 of WTO dispute settlement?,Open Irish border and WTO's most favoured nation principle,1
2386,43351,6497,What is the most severe retaliation possible under article 22 of WTO dispute settlement?,"Are the OECD, IMF and the WTO really relevant organizations and what is the price for a country to ignore them?",1
2387,43351,41721,What is the most severe retaliation possible under article 22 of WTO dispute settlement?,Under which conditions are WTO members allowed to slap a tariff on foreign goods?,1
2388,46209,41721,Why did the EU threaten to retaliate over Airbus-related tariffs even after they were allowed by the WTO?,Under which conditions are WTO members allowed to slap a tariff on foreign goods?,1
2389,43364,42916,What will happen to MLAs who were missing for the Karnataka CM HD floor test?,Does disqualification by defection or by voluntary resignation make any difference to the ruling party in India?,1
2390,43443,42257,"In American politics is the ""free ride"" problem (Japanese defence spending) acknowledged as a direct consequence of American strategy?",Does Japan intentionally devalue its exports to the US in exchange for US military protection?,1
2391,43478,43447,Who is responsible for preventing smuggling,Is there a standard political process which a government uses to verify claims?,1
2392,45621,43447,Does China have the power to stop fentanyl from being shipped to the U.S.?,Is there a standard political process which a government uses to verify claims?,1
2393,43498,41136,Why does India not want any International intervention in the Kashmir Issue?,Why does India say that Kashmir is its integral part 'atoot ang' but then refuse to talk about Kashmir on an international level?,1
2394,43498,41136,Why does India not want any International intervention in the Kashmir Issue?,Why does India say that Kashmir is its integral part 'atoot ang' but then refuse to talk about Kashmir on an international level?,1
2395,43535,43518,Do other countries guarantee freedoms that the United States does not have?,Does the United States guarantee any unique freedoms?,1
2396,43540,35961,What has been the result (so far) of the new US sanctions on Iran?,Credible evidence for Iran arming or funding the Houthi rebels in Yemen?,1
2397,43563,43508,Is there any ground for the concerns of Hong Kong protesters?,Do Hong Kong protesters want to cancel the extradition law or have they proposed any modifications?,1
2398,43586,25097,Why are machine guns not subject to Second Amendment protections?,"Under the US 2nd Amendment, are there limits to the size or type of firearm?",1
2399,43586,25097,Why are machine guns not subject to Second Amendment protections?,"Under the US 2nd Amendment, are there limits to the size or type of firearm?",1
2400,43672,39963,Are there really no countries that protect Freedom of Speech as the United States does?,"Why is the US ranked as #45 in Press Freedom ratings, despite its extremely permissive free speech laws?",1
2401,47455,39963,"Has New Zealand announced any investigation or punishment/censure for MP Swarbick for her saying ""OK, boomer""?","Why is the US ranked as #45 in Press Freedom ratings, despite its extremely permissive free speech laws?",1
2402,43705,8425,Would the USA be eligible to join the European Union?,Why doesn't Russia join the European Union?,1
2403,44371,8425,Could EU join the Eurasian Economic Union?,Why doesn't Russia join the European Union?,1
2404,43713,12421,Why not demand President's/candidate's financial records instead of tax returns?,What significance could the information in Donald Trump's tax return have to his campaign?,1
2405,43768,32735,Can the president or the Congress pass a law to dismantle the super-delegate system used by the DNC?,"In the US, why does the government have the right to regulate how political parties hold their primaries?",1
2406,43791,43772,Would it be illegal for Facebook to actively promote a political agenda?,How does Section 230 of the Communications Decency Act shield companies from liability of bias?,1
2407,43844,37469,Has any president benefited in elections from partially repairing the economy after damaging it?,Evidence in support of highly myopic retrospective voting,1
2408,43874,43825,Brexit and backstop: would changes require unanimous approval by all EU countries? Does Ireland hold a veto?,Why is Boris Johnson visiting only Paris & Berlin if every member of the EU needs to agree on a withdrawal deal?,1
2409,43918,43871,What's the difference between AOC's Green New Deal and Sanders' Green New Deal?,Why is neither methane nor fracking mentioned in the Green New Deal?,1
2410,43949,43748,Where can I find the authors of the various drafts of a bill?,Does each different kind of Congressional act require a different level of rigor?,1
2411,43960,38336,"Why is the UK so keen to remove the ""backstop"" when their leadership seems to think that no border will be needed in Northern Ireland?",Would it be plausible to solve the Irish Border issue by unifying Ireland?,1
2412,45636,38336,Can Northern Ireland's border issue be solved by repartition?,Would it be plausible to solve the Irish Border issue by unifying Ireland?,1
2413,43975,11624,How does a government agency know if it is compromised?,Can the President of the United States be denied security clearance?,1
2414,44003,43960,"Why can't UK MPs vote for the Withdrawal Agreement, then renege on the backstop if it comes to that?","Why is the UK so keen to remove the ""backstop"" when their leadership seems to think that no border will be needed in Northern Ireland?",1
2415,44041,43001,Within what limits can the prime minister ask the queen to prorogue parliament?,Can legal action prevent the PM proroguing Parliament?,1
2416,44043,4665,What checks exist against overuse of presidential pardons in the USA?,Could the SCOTUS void a Presidential Pardon?,1
